amount,transaction_type,transaction_time,sender_balance,receiver_balance,location,device_type,previous_transactions,new_device,unusual_location,Fraud
1833.14,Credit Card,9,27449.13,50151.63,Same City,Desktop,351,0,0,0
7416.18,Net Banking,8,22283.19,66382.45,Same City,Mobile,93,0,0,0
3102.32,Net Banking,7,15910.38,84087.16,Same City,Tablet,231,0,0,0
2288.43,Debit Card,11,23798.64,27592.27,Different City,Tablet,270,0,1,0
2304.13,Net Banking,11,7744.88,78069.93,Same City,Mobile,472,0,0,0
53.54,Debit Card,21,29388.19,62478.39,Same City,Tablet,153,0,0,0
740.65,Net Banking,22,47521.33,18573.31,Same City,Desktop,98,0,0,0
1587.97,Debit Card,9,14304.56,6728.46,Different City,Mobile,177,0,0,0
2007.24,Debit Card,20,38477.43,9539.93,Same City,Desktop,462,0,0,0
1732.43,Credit Card,18,40852.23,75174.7,Same City,Desktop,252,0,0,0
202.89,Net Banking,13,21002.69,38727.44,Same City,Desktop,221,0,0,0
835.76,Debit Card,16,33296.15,26740.2,Different City,Mobile,65,0,0,0
601.59,Credit Card,12,29500.01,35712.12,Different City,Mobile,405,0,1,0
20540.65,Debit Card,1,7235.35,292821.47,Different Country,Mobile,0,1,1,1
408.35,Net Banking,20,37142.5,34131.86,Same City,Desktop,314,0,0,0
2336.86,Debit Card,9,50239.62,3342.36,Different Country,Mobile,55,0,1,0
1371.81,Net Banking,16,30228.6,60671.5,Different City,Tablet,369,0,1,0
2265.19,Credit Card,15,7003.48,381845.39,Different Country,Desktop,4,1,1,1
2854.65,UPI,13,5760.24,48563.43,Same City,Mobile,163,0,0,0
447.5,Debit Card,16,1391.45,90956.44,Same City,Tablet,206,0,0,0
1338.17,Debit Card,23,2761.08,58577.56,Same City,Desktop,233,0,0,0
2620.96,Credit Card,23,37359.07,51265.48,Different City,Tablet,37,1,1,0
903.56,UPI,9,5424.72,22061.2,Same City,Mobile,412,0,0,0
4981.32,Debit Card,19,54898.86,93311.33,Same City,Tablet,258,0,0,0
12161.47,UPI,2,9232.86,276964.09,Different Country,Desktop,1,1,1,1
438.64,Credit Card,10,47547.35,29827.25,Different City,Desktop,300,0,1,0
1233.15,Debit Card,9,18339.25,93075.73,Different City,Desktop,126,0,0,0
33332.53,Credit Card,20,7214.49,471226.68,Different City,Desktop,3,1,1,1
1128.29,Credit Card,18,24919.26,33632.34,Different City,Desktop,357,0,1,0
693.06,Net Banking,23,45738.08,42172.09,Same City,Tablet,81,0,0,0
1031.66,UPI,7,47466.58,64108.61,Same City,Mobile,368,0,0,0
6817.07,Debit Card,18,4638.1,95248.93,Same City,Tablet,1,1,1,1
1911.25,Credit Card,11,13468.2,11755.13,Same City,Mobile,388,0,0,0
474.1,Credit Card,20,606.7,87066.9,Same City,Mobile,384,0,0,0
1086.68,Credit Card,17,7799.66,86201.45,Same City,Mobile,467,0,0,0
1689.05,UPI,23,34650.22,76611.59,Same City,Desktop,184,0,0,0
1815.37,Debit Card,13,10345.23,27859.03,Same City,Tablet,431,0,0,0
927.86,Credit Card,10,17750.29,74350.83,Same City,Mobile,13,0,0,0
309.67,Net Banking,16,2396.26,27398.81,Same City,Desktop,339,0,0,0
2879.57,Net Banking,20,51185.34,76103.78,Different City,Desktop,324,0,1,0
1401.04,Credit Card,19,5131.91,82186.01,Same City,Mobile,341,0,0,0
2145.96,Net Banking,23,7926.5,34522.31,Different City,Tablet,14,0,0,0
3091.16,Debit Card,7,25462.85,72701.85,Same City,Tablet,307,1,0,0
5247.59,Debit Card,8,39444.03,44590.27,Same City,Mobile,488,0,0,0
710.17,Net Banking,15,4650.13,69628.88,Same City,Mobile,230,0,0,0
375.12,Credit Card,20,22632.9,62623.43,Same City,Desktop,454,0,0,0
865.39,Debit Card,20,24198.73,54264.46,Same City,Desktop,130,0,0,0
47370.7,UPI,16,8455.11,401550.25,Different City,Tablet,5,1,1,1
813.21,Credit Card,13,46200.78,24929.22,Same City,Tablet,333,1,0,0
798.14,Credit Card,6,29755.23,14696.27,Different City,Tablet,411,0,1,0
1209.53,UPI,22,7538.09,79421.07,Same City,Desktop,414,0,0,0
604.01,Credit Card,17,14262.72,81595.58,Same City,Mobile,346,0,0,0
13755.41,Net Banking,4,8565.72,204066.69,Different City,Desktop,4,1,1,1
1244.72,UPI,5,8453.3,366309.78,Different Country,Mobile,0,1,1,1
367.92,Net Banking,21,5136.53,1667.16,Different City,Mobile,441,0,1,0
2329.34,UPI,23,34180.28,76112.15,Different City,Mobile,183,0,1,0
580.93,Credit Card,20,19270.34,6871.37,Same City,Mobile,143,0,0,0
5981.68,Debit Card,15,44185.61,14011.32,Same City,Tablet,228,0,0,0
2675.97,Net Banking,10,13972.68,50450.29,Same City,Tablet,381,0,0,0
599.45,Debit Card,7,4017.61,74112.06,Same City,Tablet,38,1,0,0
3594.03,UPI,9,23347.86,65123.3,Different City,Tablet,82,0,0,0
305.2,Credit Card,9,27119.05,63532.33,Same City,Mobile,446,0,0,0
5356.24,Net Banking,18,28323.06,54561.68,Same City,Desktop,445,0,0,0
3602.81,Net Banking,13,44014.32,76228.51,Same City,Tablet,104,0,0,0
56074.84,Credit Card,22,9688.15,247264.44,Different City,Desktop,3,1,1,1
1147.36,Debit Card,16,12457.76,39933.26,Same City,Tablet,241,0,0,0
1798.5,Credit Card,8,44057.22,35967.56,Same City,Mobile,114,0,0,0
234.44,Credit Card,18,8627.07,33272.95,Same City,Mobile,485,0,0,0
643.16,Credit Card,19,21701.71,57835.98,Same City,Tablet,370,0,0,0
1794.45,Credit Card,15,13404.87,17652.8,Same City,Tablet,116,0,0,0
3281.55,Credit Card,12,24121.38,25830.04,Same City,Mobile,263,1,0,0
1709.27,UPI,11,25470.54,9783.42,Different City,Mobile,306,1,0,0
747.84,UPI,13,9784.68,39221.78,Different City,Desktop,185,0,1,0
6240.72,Credit Card,13,34997.67,66721.23,Same City,Desktop,267,0,0,0
715.97,Net Banking,22,39519.0,96447.67,Same City,Mobile,43,0,0,0
2969.2,Credit Card,11,34239.91,38193.96,Same City,Desktop,422,0,0,0
986.01,Net Banking,18,21801.78,42219.22,Same City,Mobile,76,0,0,0
464.82,Net Banking,20,2120.86,26226.4,Same City,Desktop,75,0,0,0
3203.28,Debit Card,20,35747.62,98248.26,Same City,Mobile,491,0,0,0
3070.08,UPI,14,36988.47,25231.47,Different City,Mobile,70,1,0,0
771.3,UPI,6,34503.61,6256.48,Same City,Desktop,92,0,0,0
2397.38,Net Banking,16,40421.66,31259.8,Different City,Desktop,115,0,1,0
4418.05,UPI,6,44692.41,84503.96,Same City,Mobile,350,0,0,0
4861.55,Debit Card,6,28755.81,63009.31,Same City,Mobile,422,0,0,0
1895.55,Debit Card,17,49541.02,32674.25,Same City,Tablet,479,0,0,0
1657.39,Net Banking,10,46458.6,10347.51,Different City,Desktop,382,0,1,0
1042.9,UPI,8,49519.47,86550.71,Same City,Tablet,388,0,0,0
534.26,UPI,13,25587.17,67489.32,Same City,Desktop,329,0,0,0
1572.86,Debit Card,19,50198.68,51801.04,Different City,Tablet,379,0,0,0
224.53,Credit Card,15,27315.69,69642.98,Same City,Tablet,37,1,0,0
2337.39,Net Banking,12,45252.75,99762.83,Same City,Desktop,468,0,0,0
2258.33,Debit Card,8,52075.41,36830.95,Same City,Desktop,104,0,0,0
2243.68,Net Banking,21,42660.75,76776.46,Same City,Tablet,217,0,0,0
414.31,UPI,16,44413.95,4922.09,Same City,Desktop,365,0,0,0
813.07,Credit Card,16,19791.02,8839.7,Same City,Desktop,362,1,0,0
125.25,Net Banking,7,49331.31,29224.9,Same City,Mobile,414,0,0,0
3892.81,Net Banking,3,4022.6,35099.91,Different Country,Desktop,5,1,1,1
949.07,Credit Card,13,41380.01,94768.8,Different City,Desktop,499,0,1,0
1753.32,Net Banking,7,5209.39,9491.79,Same City,Tablet,56,0,0,0
3383.63,Credit Card,8,24967.04,14259.41,Different City,Mobile,466,0,0,0
241.0,UPI,20,23421.48,74747.09,Same City,Mobile,338,0,0,0
601.46,Debit Card,11,34844.69,44015.25,Same City,Mobile,353,0,0,0
3045.79,UPI,14,11826.58,36121.61,Same City,Mobile,241,0,0,0
16932.01,Debit Card,4,3787.03,423140.98,Different City,Mobile,4,1,1,1
1742.69,Credit Card,22,31640.74,65413.27,Same City,Tablet,102,0,0,0
219.74,Credit Card,14,11915.72,28100.45,Same City,Tablet,359,0,0,0
2891.29,UPI,14,37546.68,42993.11,Same City,Tablet,307,0,0,0
699.24,Credit Card,6,38262.65,12548.63,Same City,Desktop,262,0,0,0
3598.94,Debit Card,15,44850.52,34780.92,Same City,Tablet,288,0,0,0
1921.61,Debit Card,23,7816.94,95591.88,Same City,Desktop,344,0,0,0
757.47,Debit Card,9,38592.53,45852.3,Same City,Tablet,334,0,0,0
500.25,Net Banking,12,48408.12,36794.08,Same City,Mobile,97,0,0,0
570.99,Debit Card,18,1250.85,7244.69,Same City,Tablet,30,0,0,0
8860.92,Credit Card,23,847.66,405736.68,Same City,Mobile,4,1,0,1
144.73,Debit Card,18,39924.52,27083.23,Same City,Desktop,480,0,0,0
239.08,Net Banking,7,48916.18,96887.79,Same City,Tablet,222,0,0,0
1047.76,Net Banking,6,45763.31,22995.46,Same City,Mobile,61,0,0,0
1556.77,Debit Card,16,3642.65,59768.23,Different Country,Desktop,118,0,0,0
2786.64,UPI,8,37597.99,321.83,Same City,Tablet,221,0,0,0
623.42,Net Banking,17,31476.81,55687.84,Different Country,Tablet,14,0,1,0
3688.95,Debit Card,23,29784.75,62358.57,Same City,Desktop,498,0,0,0
281.5,Debit Card,9,32018.38,53998.54,Same City,Desktop,198,0,0,0
1019.61,Net Banking,23,15812.61,38509.77,Different City,Desktop,156,0,1,0
1776.63,Net Banking,16,47528.36,37015.87,Same City,Desktop,293,0,0,0
1583.86,Credit Card,21,16445.48,111.21,Same City,Tablet,278,1,0,0
3719.78,UPI,1,2434.43,422674.93,Different Country,Tablet,0,1,1,1
1420.35,Net Banking,21,16613.42,85869.81,Same City,Tablet,215,0,0,0
1431.99,Debit Card,10,49250.95,37667.64,Different City,Tablet,463,0,1,0
1132.75,Debit Card,12,22939.98,29265.51,Same City,Tablet,485,1,0,0
3632.25,Net Banking,4,4179.84,428109.55,Different Country,Desktop,0,1,1,1
1112.02,Debit Card,13,11686.31,89805.43,Same City,Mobile,201,0,0,0
365.54,Net Banking,6,47280.78,27556.68,Different City,Desktop,356,0,1,0
174.01,Net Banking,8,26168.0,4696.6,Different City,Desktop,351,0,0,0
588.73,Net Banking,8,41619.37,64874.71,Same City,Mobile,76,0,0,0
23772.94,UPI,5,5935.75,72284.14,Different Country,Desktop,1,1,1,1
1014.51,Credit Card,13,6377.65,65678.01,Same City,Desktop,169,0,0,0
1154.78,UPI,7,44251.86,57711.71,Same City,Tablet,43,0,0,0
1785.69,Credit Card,12,47676.29,88746.89,Same City,Mobile,320,0,0,0
1340.19,Net Banking,17,27557.4,11476.89,Same City,Mobile,440,0,0,0
4931.5,Debit Card,15,32957.97,977.08,Same City,Tablet,461,0,0,0
753.56,Net Banking,16,31912.0,78132.19,Same City,Desktop,309,0,0,0
1484.21,Credit Card,22,51454.95,4821.2,Same City,Desktop,59,0,0,0
1491.89,Net Banking,17,33202.45,25788.77,Same City,Tablet,357,0,0,0
2279.86,Net Banking,9,43568.1,84487.13,Same City,Desktop,180,0,0,0
1145.51,Net Banking,13,32887.3,7093.22,Different City,Tablet,373,0,1,0
1908.47,Net Banking,15,29397.22,37997.91,Same City,Tablet,194,0,0,0
579.81,Credit Card,20,23550.16,35121.94,Same City,Desktop,38,0,0,0
3231.76,Debit Card,17,15790.19,48942.5,Different City,Mobile,399,0,1,0
325.65,Net Banking,15,39925.44,78961.81,Same City,Mobile,322,0,0,0
1555.65,Net Banking,14,3600.72,66684.74,Same City,Desktop,473,0,0,0
1953.47,Credit Card,19,22335.96,77183.6,Different City,Tablet,82,0,0,0
561.68,Net Banking,10,34999.6,43760.31,Same City,Desktop,72,1,0,0
1538.4,UPI,10,32580.03,53346.11,Same City,Mobile,318,0,0,0
346.08,Debit Card,19,6191.87,88327.36,Same City,Tablet,135,0,0,0
675.95,Net Banking,11,49471.63,33689.58,Same City,Mobile,278,0,0,0
1599.12,Debit Card,6,2803.09,32361.02,Same City,Tablet,47,1,0,0
3282.86,Debit Card,20,25902.44,18344.22,Same City,Tablet,465,0,0,0
488.68,Net Banking,13,23727.23,35335.22,Same City,Mobile,206,0,0,0
1459.43,Net Banking,22,13305.05,49437.08,Same City,Mobile,351,0,0,0
1068.96,Debit Card,13,13505.79,87074.99,Same City,Mobile,147,0,0,0
4817.18,Debit Card,20,34200.55,74543.95,Same City,Mobile,41,0,0,0
1576.74,UPI,16,29841.13,60058.32,Same City,Tablet,73,0,0,0
3264.5,Credit Card,6,13548.47,46904.07,Same City,Tablet,383,0,0,0
892.6,Credit Card,23,4537.24,21079.31,Different City,Mobile,220,0,0,0
1349.65,Credit Card,19,34620.14,41933.47,Same City,Desktop,13,0,0,0
2917.32,Net Banking,14,22827.23,15631.7,Same City,Tablet,40,1,0,0
1787.2,Net Banking,0,7619.34,257506.62,Different Country,Desktop,4,1,1,1
3352.29,Credit Card,9,13382.0,41833.39,Same City,Tablet,240,0,0,0
4668.06,UPI,22,42239.96,10137.29,Same City,Tablet,415,0,0,0
2496.25,Debit Card,23,18150.63,52006.8,Same City,Desktop,441,0,0,0
1173.24,Debit Card,12,30834.73,4645.04,Same City,Mobile,348,0,0,0
1371.85,Debit Card,15,3638.14,63315.14,Same City,Tablet,470,0,0,0
1666.04,UPI,9,41675.23,55468.7,Same City,Desktop,30,0,0,0
1056.13,Net Banking,17,45794.29,79985.53,Same City,Tablet,455,0,0,0
1614.55,Credit Card,13,29827.98,62461.4,Different City,Mobile,386,0,1,0
1723.95,UPI,21,33494.05,16595.49,Same City,Mobile,408,0,0,0
29961.02,Credit Card,7,6005.35,269725.65,Different Country,Tablet,0,1,1,1
676.61,Debit Card,13,48960.54,34157.04,Same City,Mobile,396,0,0,0
160.97,Net Banking,15,14474.51,3688.69,Same City,Tablet,411,0,0,0
1119.91,Net Banking,9,20641.07,1083.77,Different City,Desktop,261,1,1,0
2934.59,Net Banking,22,50176.72,46740.15,Same City,Mobile,245,0,0,0
10640.63,Debit Card,15,21742.96,62565.08,Same City,Tablet,260,1,0,0
2582.2,Credit Card,8,49396.32,69602.98,Same City,Tablet,334,0,0,0
7333.31,Credit Card,22,1688.59,235729.67,Different Country,Desktop,5,1,1,1
20615.03,UPI,3,4360.7,86882.29,Different Country,Mobile,4,1,1,1
1452.43,Debit Card,23,5104.74,31897.56,Same City,Mobile,53,0,0,0
2074.19,Debit Card,9,26743.31,19231.58,Same City,Mobile,391,0,0,0
2491.11,Debit Card,15,37394.94,68014.08,Same City,Mobile,99,0,0,0
562.93,UPI,22,6271.54,4930.9,Different City,Mobile,22,0,0,0
32266.47,Debit Card,18,5097.26,157032.87,Same City,Mobile,2,0,1,1
1940.87,Debit Card,20,37069.02,79579.27,Same City,Tablet,466,0,0,0
57202.54,Credit Card,5,8677.23,221736.96,Different Country,Desktop,4,1,1,1
370.5,UPI,20,26169.28,53555.38,Same City,Mobile,426,0,0,0
790.06,Credit Card,9,42773.05,381.99,Same City,Mobile,294,0,0,0
319.15,UPI,13,49722.14,45400.16,Different City,Tablet,360,0,1,0
1119.67,Debit Card,19,41459.21,45923.99,Same City,Mobile,80,0,0,0
1211.54,UPI,8,35122.0,1658.78,Same City,Tablet,145,0,0,0
263.82,Debit Card,8,30680.31,17052.41,Different City,Mobile,204,0,1,0
1372.91,Debit Card,13,21010.04,41262.18,Different City,Tablet,41,0,1,0
240.87,Credit Card,13,4906.06,87746.09,Same City,Tablet,125,0,0,0
3265.96,Credit Card,21,49632.13,23464.21,Same City,Mobile,280,0,0,0
3143.69,Net Banking,22,50362.59,47421.42,Same City,Desktop,264,1,0,0
1524.63,Net Banking,9,10282.08,37975.15,Same City,Desktop,223,0,0,0
2728.11,Debit Card,15,19991.6,73300.01,Same City,Mobile,52,0,0,0
397.52,Net Banking,6,6762.45,96347.99,Same City,Tablet,108,0,0,0
676.5,Net Banking,8,13631.1,5952.47,Same City,Mobile,22,0,0,0
64.57,Credit Card,18,40125.39,45113.01,Same City,Desktop,226,0,0,0
1399.2,Debit Card,15,15598.46,27900.83,Same City,Mobile,283,0,0,0
657.72,Credit Card,16,23254.6,11323.8,Different City,Desktop,108,0,0,0
804.69,UPI,16,11278.21,2653.22,Different City,Tablet,213,0,1,0
1470.08,Credit Card,19,1822.65,16080.81,Same City,Tablet,483,0,0,0
1030.95,UPI,19,15021.54,79829.32,Same City,Desktop,424,0,0,0
356.56,Credit Card,23,10314.6,80517.44,Same City,Mobile,175,0,0,0
2149.22,Net Banking,14,8247.56,26558.28,Same City,Desktop,106,0,0,0
1760.3,Net Banking,18,49944.94,85300.95,Same City,Mobile,325,0,0,0
151.68,UPI,16,21582.26,64521.86,Different City,Desktop,243,0,1,0
2739.15,Net Banking,19,42942.39,18657.01,Same City,Mobile,347,0,0,0
1000.4,Net Banking,12,48861.43,42710.5,Same City,Tablet,500,0,0,0
1312.36,Credit Card,8,40755.88,66498.49,Same City,Tablet,239,1,0,0
21117.65,UPI,12,1667.87,400736.07,Different Country,Tablet,4,1,1,1
451.84,UPI,10,40102.32,62732.89,Same City,Mobile,167,1,0,0
539.38,Credit Card,6,5896.12,22236.13,Same City,Tablet,86,0,0,0
4069.06,Net Banking,17,48342.48,8670.66,Same City,Tablet,156,0,0,0
977.95,Debit Card,18,21777.44,27340.71,Same City,Desktop,446,0,0,0
13422.96,UPI,5,9814.21,57714.6,Different Country,Desktop,2,0,1,1
1250.21,UPI,10,31380.37,58173.66,Different City,Mobile,333,0,1,0
113.86,Credit Card,3,4035.2,173316.93,Different Country,Tablet,3,1,1,1
1049.98,Net Banking,21,23617.67,95758.1,Different City,Tablet,129,0,1,0
942.26,Net Banking,16,6301.79,83885.39,Same City,Desktop,443,0,0,0
2114.46,Credit Card,13,18451.9,74649.14,Same City,Mobile,214,0,0,0
3884.3,UPI,1,7806.82,201216.89,Different City,Tablet,3,1,1,1
683.97,Net Banking,6,28613.64,34727.7,Different City,Tablet,348,0,1,0
1813.08,UPI,23,19808.3,91133.92,Same City,Mobile,446,0,0,0
59.92,Net Banking,13,16846.54,39457.23,Same City,Mobile,482,0,0,0
1153.88,Credit Card,7,46092.05,78319.84,Same City,Desktop,46,0,0,0
320.8,Debit Card,18,25514.29,79511.03,Same City,Mobile,424,0,0,0
656.96,Net Banking,14,1753.61,58660.17,Same City,Mobile,308,0,0,0
327.99,Net Banking,21,20522.91,67250.73,Same City,Desktop,309,0,0,0
2467.1,Debit Card,12,29864.66,8744.65,Same City,Mobile,338,1,0,0
1807.47,Debit Card,19,48449.72,54425.4,Same City,Mobile,200,0,0,0
46.04,Debit Card,9,25256.74,76514.88,Same City,Desktop,12,0,0,0
927.86,Credit Card,9,38704.45,46053.95,Different City,Mobile,179,0,0,0
492.73,Debit Card,7,19945.25,80353.77,Different City,Tablet,408,1,0,0
1709.91,UPI,17,40951.74,59856.3,Same City,Desktop,165,0,0,0
333.18,UPI,21,35970.92,23724.91,Same City,Desktop,189,0,0,0
101344.26,Debit Card,5,5396.62,47966.98,Different City,Mobile,2,1,1,1
896.51,Credit Card,17,41140.79,77280.96,Same City,Desktop,396,0,0,0
1988.29,UPI,20,9419.69,34264.51,Same City,Mobile,457,0,0,0
236.14,Debit Card,8,50180.88,32663.92,Different City,Desktop,341,0,1,0
5131.96,Debit Card,20,21924.07,2619.67,Same City,Desktop,147,0,0,0
608.34,UPI,17,16066.11,61363.79,Different City,Desktop,356,0,1,0
1827.66,UPI,20,41660.11,27194.6,Different City,Desktop,403,0,1,0
503.8,Credit Card,15,1870.58,15615.26,Same City,Tablet,190,0,0,0
366.0,Debit Card,22,38381.2,33882.35,Different City,Tablet,463,0,0,0
6514.59,Credit Card,6,44966.8,22627.24,Same City,Tablet,102,0,0,0
2982.69,UPI,12,25359.02,79838.03,Same City,Desktop,178,0,0,0
932.51,Credit Card,14,39065.02,81180.67,Different City,Desktop,235,0,1,0
1070.42,Debit Card,16,34911.68,32510.4,Same City,Tablet,278,0,0,0
529.53,Debit Card,19,3222.16,78627.82,Different City,Desktop,83,0,1,0
1678.82,Credit Card,23,31120.04,35310.29,Same City,Mobile,318,0,0,0
900.24,Credit Card,9,43612.94,43914.98,Same City,Desktop,412,0,0,0
2663.22,Credit Card,12,21281.76,92076.66,Same City,Desktop,385,0,0,0
5515.82,Credit Card,9,38108.08,62092.86,Same City,Tablet,257,0,0,0
141.18,Net Banking,14,40893.26,61183.1,Same City,Desktop,311,1,0,0
615.91,Net Banking,20,46171.18,82253.72,Different City,Mobile,367,0,0,0
2708.14,UPI,7,40226.15,91304.15,Same City,Desktop,445,0,0,0
1106.06,UPI,17,39736.45,17046.25,Same City,Desktop,100,0,0,0
1269.93,Credit Card,20,9391.85,81796.7,Same City,Desktop,164,0,0,0
1913.24,Debit Card,10,14630.86,57763.18,Same City,Tablet,59,0,0,0
656.42,Debit Card,9,28539.99,84512.09,Different City,Desktop,486,0,0,0
860.32,Net Banking,7,9344.52,35479.73,Same City,Tablet,245,0,0,0
734.2,UPI,12,1440.71,96987.88,Same City,Tablet,397,0,0,0
568.43,Credit Card,0,9450.17,340068.82,Different City,Desktop,0,1,1,1
1307.06,Credit Card,12,49388.44,44485.24,Same City,Tablet,495,0,0,0
755.34,Net Banking,17,23241.01,72207.09,Same City,Mobile,144,0,0,0
5394.78,UPI,19,52119.69,92556.85,Same City,Mobile,195,0,0,0
1819.36,UPI,11,11501.33,66668.57,Different City,Tablet,210,0,1,0
881.25,UPI,15,7133.11,51856.17,Same City,Desktop,82,0,0,0
10084.76,Net Banking,22,21653.11,55266.23,Different City,Desktop,244,0,0,0
2165.09,UPI,14,9829.68,87588.31,Same City,Desktop,360,0,0,0
455.56,UPI,12,49737.04,68667.86,Same City,Desktop,465,0,0,0
2162.31,Credit Card,17,14781.18,12044.73,Same City,Desktop,372,0,0,0
1981.91,Credit Card,7,2957.77,29330.86,Different City,Mobile,105,0,0,0
1857.33,Debit Card,23,41382.48,61629.07,Same City,Desktop,139,0,0,0
1516.77,Net Banking,7,15344.2,63910.78,Different City,Tablet,208,0,1,0
253.57,UPI,11,43618.44,57867.54,Different City,Desktop,18,0,1,0
2828.57,Debit Card,12,17868.41,35871.55,Same City,Tablet,271,0,0,0
5668.46,Debit Card,21,50190.19,28740.96,Same City,Mobile,236,0,0,0
453.11,UPI,13,31241.97,99005.39,Same City,Mobile,422,0,0,0
812.54,Debit Card,19,29242.13,57931.45,Same City,Tablet,340,0,0,0
2839.69,Net Banking,10,23239.25,32823.31,Different City,Tablet,497,0,0,0
1292.45,Credit Card,21,23623.79,96696.85,Same City,Mobile,245,0,0,0
615.99,Credit Card,23,9243.28,66864.32,Same City,Tablet,297,0,0,0
2541.78,Net Banking,18,7663.59,23987.41,Different City,Desktop,437,0,1,0
1381.19,Credit Card,17,19728.66,22538.13,Different City,Tablet,121,0,0,0
2957.33,UPI,6,11716.2,69495.11,Same City,Desktop,149,0,0,0
1740.93,Net Banking,12,5487.7,62234.33,Same City,Tablet,338,0,0,0
387.65,Net Banking,18,48886.26,9390.07,Same City,Tablet,224,0,0,0
2999.78,Credit Card,18,15806.35,68150.27,Same City,Desktop,90,0,0,0
2565.94,UPI,17,50706.3,62834.71,Different City,Mobile,164,0,1,0
593.29,Debit Card,18,15658.18,64279.51,Same City,Desktop,155,0,0,0
1321.41,UPI,18,23326.08,7845.64,Same City,Tablet,23,1,0,0
473.95,Debit Card,23,8683.25,95974.57,Different City,Tablet,454,1,1,0
497.26,UPI,15,31876.22,25319.89,Same City,Desktop,487,0,0,0
175.8,Debit Card,11,44812.71,44338.0,Different City,Tablet,138,0,0,0
3073.53,Debit Card,14,37722.24,26406.2,Same City,Mobile,151,0,0,0
4095.31,Debit Card,17,27706.59,82163.69,Different City,Desktop,228,0,0,0
219.95,UPI,11,29733.7,61329.17,Same City,Desktop,482,0,0,0
349.42,Net Banking,23,1033.58,42203.43,Same City,Mobile,166,0,0,0
1411.26,Debit Card,16,32023.29,67850.0,Different City,Tablet,419,0,1,0
671.05,Credit Card,13,9128.86,14727.56,Same City,Tablet,123,0,0,0
1321.82,Debit Card,22,13664.74,38929.56,Same City,Mobile,415,0,0,0
2835.62,Credit Card,14,5410.95,25706.27,Same City,Tablet,213,0,0,0
608.3,Net Banking,6,34811.43,59368.46,Different City,Mobile,269,0,1,0
1147.67,Credit Card,6,1956.08,25763.2,Different City,Tablet,243,0,1,0
241.36,Credit Card,16,45631.15,71403.26,Same City,Mobile,95,0,0,0
593.83,UPI,16,35232.68,6229.18,Same City,Tablet,202,0,0,0
1253.31,UPI,18,40376.51,70874.47,Same City,Tablet,374,0,0,0
667.19,Net Banking,8,25027.26,10901.36,Same City,Desktop,394,0,0,0
132338.96,Debit Card,22,3823.63,227132.4,Different Country,Desktop,2,1,1,1
1117.83,Credit Card,8,25015.15,71833.12,Same City,Mobile,345,0,0,0
3161.27,Net Banking,18,10411.01,71471.88,Same City,Tablet,317,0,0,0
5319.92,Credit Card,13,6447.09,96990.99,Same City,Mobile,297,0,0,0
3645.37,Debit Card,19,25658.2,37694.44,Same City,Tablet,337,0,0,0
1203.96,Credit Card,18,7227.54,98056.82,Same City,Tablet,62,0,0,0
4495.95,Credit Card,10,36337.14,91328.69,Same City,Tablet,161,0,0,0
1516.38,Net Banking,8,5336.46,98688.69,Same City,Tablet,249,0,0,0
1043.27,Credit Card,8,44675.76,61311.62,Same City,Mobile,385,0,0,0
7250.38,UPI,5,9261.93,14458.11,Different Country,Mobile,5,1,1,1
1848.52,Credit Card,21,38772.27,36047.45,Different City,Tablet,490,0,1,0
1524.02,Debit Card,12,13237.16,5383.05,Same City,Desktop,23,1,0,0
2339.07,Debit Card,23,20925.63,48452.3,Different City,Tablet,193,1,0,0
700.49,UPI,6,34512.27,50889.41,Same City,Tablet,479,0,0,0
380.35,UPI,10,47470.78,16735.7,Same City,Tablet,323,0,0,0
593.41,Credit Card,22,12009.36,66652.2,Same City,Desktop,351,0,0,0
3543.0,Credit Card,18,25863.73,51481.74,Same City,Mobile,56,1,0,0
13392.21,Debit Card,4,4549.57,379203.05,Different City,Desktop,4,1,1,1
229.74,UPI,23,21876.91,78177.98,Same City,Tablet,64,0,0,0
746.14,UPI,9,39381.15,19871.57,Same City,Tablet,394,0,0,0
3751.84,UPI,23,41588.9,45418.37,Same City,Mobile,95,0,0,0
835.02,Debit Card,18,28408.49,19249.32,Same City,Tablet,241,0,0,0
445.56,Credit Card,15,46986.11,2464.44,Same City,Mobile,265,1,0,0
1801.18,Debit Card,11,35710.72,54692.89,Same City,Desktop,149,0,0,0
1243.36,UPI,9,17540.19,36646.15,Same City,Tablet,105,0,0,0
2009.43,Debit Card,17,3624.08,84381.29,Different City,Desktop,479,0,0,0
2193.99,Credit Card,20,35861.87,79668.14,Different City,Desktop,362,0,0,0
2353.97,UPI,8,46913.57,56949.73,Same City,Desktop,477,0,0,0
105630.71,Debit Card,4,3617.68,266884.81,Different City,Mobile,2,1,1,1
475.73,Credit Card,14,7276.05,95793.41,Different City,Desktop,371,0,0,0
3375.68,UPI,9,12883.86,67246.05,Same City,Tablet,417,0,0,0
402.41,Net Banking,8,3311.94,11881.79,Same City,Desktop,180,0,0,0
6640.49,Credit Card,18,9944.52,58197.14,Same City,Mobile,179,0,0,0
5820.08,Debit Card,21,28392.56,74896.32,Same City,Desktop,319,0,0,0
1274.64,Net Banking,16,26183.66,61784.72,Different City,Desktop,64,1,0,0
885.37,Debit Card,23,31594.6,16703.39,Same City,Tablet,358,0,0,0
